fdc_id,protein_g,fat_g,carbs_g,calories,description
167834,28.81,12.31,0.0,234.0,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised"
167835,26.96,11.82,0.0,222.0,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled"
167836,26.64,12.87,0.0,230.0,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted"
167837,21.65,4.02,0.0,129.0,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw"
167838,31.0,6.9,0.0,195.0,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised"
167839,21.55,6.94,0.0,155.0,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw"
167840,29.2,8.31,0.0,200.0,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised"
167841,26.62,9.14,0.0,196.0,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled"
167842,26.45,8.82,0.0,192.0,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted"
167843,17.18,17.99,0.0,236.0,"Pork, fresh, shoulder, whole, separable lean and fat, raw"
167844,23.28,21.39,0.0,292.0,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted"
167845,19.55,7.14,0.0,148.0,"Pork, fresh, shoulder, whole, separable lean only, raw"
167846,25.33,13.54,0.0,230.0,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted"
167847,26.76,8.87,0.0,194.0,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised"
167848,26.68,12.62,0.0,228.0,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted"
167849,17.42,12.36,0.0,186.0,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw"
167850,25.07,17.69,0.0,267.0,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised"
167851,25.58,16.61,0.0,259.0,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled"
167852,24.21,14.3,0.0,232.0,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted"
167853,15.47,23.4,0.0,277.0,"Pork, fresh, spareribs, separable lean and fat, raw"
167854,29.06,30.3,0.0,397.0,"Pork, fresh, spareribs, separable lean and fat, cooked, braised"
167855,27.51,9.21,0.0,201.0,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked"
167856,12.49,20.32,0.0,233.0,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered"
167857,22.45,15.1,0.6,234.0,"Pork, fresh, variety meats and by-products, ears, frozen, raw"
167858,15.95,10.8,0.2,166.0,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered"
167859,23.16,12.59,0.0,212.0,"Pork, fresh, variety meats and by-products, feet, raw"
167860,25.4,4.7,0.0,151.0,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised"
167861,1.76,94.16,0.0,857.0,"Pork, fresh, variety meats and by-products, leaf fat, raw"
167862,21.39,3.65,2.47,134.0,"Pork, fresh, variety meats and by-products, liver, raw"
167863,26.02,4.4,3.76,165.0,"Pork, fresh, variety meats and by-products, liver, cooked, braised"
167864,14.08,2.72,0.0,85.0,"Pork, fresh, variety meats and by-products, lungs, raw"
167865,17.86,2.59,0.0,100.0,"Pork, fresh, variety meats and by-products, spleen, raw"
167866,28.2,3.2,0.0,149.0,"Pork, fresh, variety meats and by-products, spleen, cooked, braised"
167867,16.85,10.14,0.0,159.0,"Pork, fresh, variety meats and by-products, stomach, raw"
167868,26.38,12.14,0.0,222.0,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried"
167869,20.31,2.62,1.34,110.0,"Canadian bacon, unprepared"
167870,11.63,10.02,0.01,140.0,"Pork, cured, feet, pickled"
167871,20.93,5.53,1.5,145.0,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted"
167872,22.62,9.02,0.0,178.0,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted"
167873,12.78,28.19,1.69,315.0,"Pork, cured, ham, patties, unheated"
167874,19.56,4.25,0.0,122.0,"Pork, cured, ham, steak, boneless, extra lean, unheated"
167875,18.49,18.52,0.06,246.0,"Pork, cured, ham, whole, separable lean and fat, unheated"
167876,22.32,5.71,0.05,147.0,"Pork, cured, ham, whole, separable lean only, unheated"
167877,5.68,61.41,0.09,579.0,"Pork, cured, separable fat (from ham and arm picnic), unheated"
167878,7.64,61.86,0.0,591.0,"Pork, cured, separable fat (from ham and arm picnic), roasted"
167879,20.43,21.35,0.0,280.0,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted"
167880,24.94,7.04,0.0,170.0,"Pork, cured, shoulder, arm picnic, separable lean only, roasted"
167881,17.0,35.8,0.0,396.0,"Pork, fresh, variety meats and by-products, tail, cooked, simmered"
167882,29.56,7.66,0.0,195.0,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried"
167883,28.84,9.73,0.0,211.0,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried"
167884,25.02,16.56,0.0,256.0,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried"
167885,17.97,7.46,0.0,144.0,"Pork, cured, ham, extra lean and regular, canned, unheated"
167886,20.94,8.43,0.49,167.0,"Pork, cured, ham, extra lean and regular, canned, roasted"
167887,29.36,7.86,0.0,196.0,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried"
167888,18.95,14.95,0.0,216.0,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw"
167889,19.9,14.01,0.0,211.0,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw"
167890,26.29,15.79,0.0,255.0,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised"
167891,27.63,15.76,0.0,260.0,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled"
167892,25.82,18.05,0.0,273.0,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried"
167893,27.68,11.8,0.0,224.0,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried"
167894,28.81,10.13,0.0,214.0,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted"
167895,19.34,11.82,0.0,189.0,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw"
167896,26.49,17.71,0.0,273.0,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised"
167897,21.75,29.46,0.0,359.0,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted"
167898,28.41,5.47,0.0,171.0,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised"
167899,28.19,5.53,0.0,170.0,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled"
167900,29.62,7.32,0.0,192.0,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted"
167901,22.81,2.59,0.0,121.0,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw"
167902,16.88,21.19,0.0,263.0,"Pork, fresh, ground, raw"
167903,25.69,20.77,0.0,297.0,"Pork, fresh, ground, cooked"
167904,29.86,8.11,0.0,201.0,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled"
167905,26.04,3.96,0.0,147.0,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted"
167906,26.07,13.66,0.0,235.0,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked"
167907,21.23,5.88,0.0,144.0,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw"
167908,29.47,9.44,0.0,211.0,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked"
167909,18.43,3.59,0.21,106.0,"HORMEL, Cure 81 Ham"
167910,18.2,3.07,4.63,119.0,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored"
167911,16.88,4.94,1.87,122.0,HORMEL Canadian Style Bacon
167912,28.95,5.0,0.0,169.0,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled"
167913,28.35,7.66,0.0,190.0,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled"
167914,35.73,43.27,1.35,548.0,"Pork, cured, bacon, cooked, baked"
167915,21.41,3.56,0.87,121.0,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted"
167916,15.43,3.48,0.67,95.0,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated"
167917,20.92,4.43,1.2,128.0,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted"
167918,22.04,4.3,1.48,131.0,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil"
167919,24.14,4.25,0.48,137.0,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted"
167920,24.95,4.97,0.34,145.0,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted"
167921,6.16,11.34,42.41,293.0,"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough"
167922,4.4,6.9,40.3,241.0,"Heinz, Weight Watcher, Chocolate Eclair, frozen"
167923,8.07,4.15,50.84,273.0,"Interstate Brands Corp, Wonder Hamburger Rolls"
167924,5.0,1.09,74.25,305.0,"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes"
167925,8.92,24.41,58.76,490.0,"Crackers, cheese, sandwich-type with cheese filling"
167926,5.88,4.73,43.33,239.0,"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)"
167927,4.01,9.02,71.83,385.0,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)"
167928,4.7,11.03,72.7,409.0,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)"
167929,4.23,4.22,50.05,255.0,"Muffin, blueberry, commercially prepared, low-fat"
167930,3.41,28.69,58.52,506.0,"Pie crust, refrigerated, regular, baked"
167931,6.1,31.84,52.47,521.0,"Pie crust, deep dish, frozen, baked, made with enriched flour"
167932,2.97,25.46,51.11,445.0,"Pie crust, refrigerated, regular, unbaked"
167933,11.34,7.59,75.52,416.0,"Crackers, whole-wheat, reduced fat"
167934,9.34,13.37,71.52,444.0,"Crackers, wheat, reduced fat"
167935,9.42,11.58,56.38,367.0,"Bread, pan dulce, sweet yeast bread"
167936,6.81,25.24,53.16,467.0,"Keikitos (muffins), Latino bakery item"
167937,6.62,21.7,48.94,418.0,"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style"
167938,8.81,16.11,66.28,445.0,"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour"
167939,8.36,16.61,41.72,350.0,"Garlic bread, frozen"
167940,4.45,26.61,48.6,452.0,"Cinnamon buns, frosted (includes honey buns)"
167941,10.0,11.67,68.19,418.0,"Crackers, cheese, reduced fat"
167942,7.14,10.71,68.25,398.0,"Crackers, saltines, whole wheat (includes multi-grain)"
167943,12.5,3.13,47.07,266.0,"Bread, potato"
167944,10.42,20.83,44.83,408.0,"Bread, cheese"
167945,8.77,7.89,35.82,249.0,"Focaccia, Italian flatbread, plain"
167946,16.8,14.29,56.46,387.0,"SCHIFF,TIGER'S MILK BAR"
167947,5.71,28.57,61.21,489.0,"Candies, TOBLERONE, milk chocolate with honey and almond nougat"
167948,7.7,22.6,65.1,499.0,"Snacks, corn-based, extruded, onion-flavor"
167949,5.46,36.54,54.54,567.0,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor"
167950,8.5,15.64,71.86,446.0,"Snacks, KRAFT, CORNNUTS, plain"
167951,5.1,13.5,73.0,404.0,"Snacks, crisped rice bar, chocolate chip"
167952,7.3,16.3,72.1,438.0,"Snacks, granola bars, hard, chocolate chip"
167953,0.0,0.0,85.13,341.0,Fruit syrup
167954,7.4,17.2,67.3,443.0,"Snacks, granola bars, soft, uncoated, plain"
167955,10.5,15.8,64.4,426.0,"Snacks, granola bars, soft, uncoated, peanut butter"
167956,2.94,44.1,50.07,609.0,"Topping, SMUCKER'S MAGIC SHELL"
167957,0.0,0.02,65.1,261.0,"Syrup, fruit flavored"
167958,17.31,25.58,51.62,506.0,"Snacks, oriental mix, rice-based"
167959,12.94,4.54,77.78,387.0,"Snacks, popcorn, air-popped"
167960,9.3,33.2,51.6,526.0,"Snacks, popcorn, cheese-flavor"
167961,61.3,31.3,0.0,544.0,"Snacks, pork skins, plain"
167962,6.51,31.06,55.92,487.0,"Snacks, potato chips, barbecue-flavor"
167963,8.1,33.9,51.5,531.0,"Snacks, potato chips, sour-cream-and-onion-flavor"
167964,9.85,16.92,66.5,463.0,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel"
167965,11.1,2.6,81.3,362.0,"Snacks, pretzels, hard, whole-wheat including both salted and unsalted"
167966,8.2,2.8,81.5,387.0,"Snacks, rice cracker brown rice, plain"
167967,9.0,3.5,80.1,380.0,"Snacks, rice cakes, brown rice, buckwheat"
167968,6.3,17.1,65.6,442.0,"Snacks, trail mix, tropical"
167969,14.2,31.9,44.9,484.0,"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds"
167970,7.9,24.2,63.1,480.0,"Snacks, tortilla chips, taco-flavor"
167971,1.59,3.31,87.73,387.0,"Candies, TOOTSIE ROLL, chocolate-flavor roll"
167972,0.03,3.3,90.4,391.0,"Candies, butterscotch"
167973,8.15,31.36,56.29,540.0,"Candies, carob, unsweetened"
167974,4.6,8.1,77.0,382.0,"Candies, caramels"
167975,6.19,21.19,63.81,462.0,"Candies, CARAMELLO Candy Bar"
167976,4.2,30.0,63.9,480.0,"Candies, semisweet chocolate"
167977,3.9,34.2,60.4,507.0,"Candies, sweet chocolate"
167978,2.2,9.3,80.4,366.0,"Candies, sweet chocolate coated fondant"
167979,11.97,37.13,46.85,569.0,"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES"
167980,2.2,29.05,67.1,539.0,"Candies, confectioner's coating, butterscotch"
167981,4.1,13.0,22.2,222.0,"Ice creams, french vanilla, soft-serve"
167982,2.19,7.17,80.99,384.0,"Candies, YORK Peppermint Pattie"
167983,2.3,2.64,79.37,347.0,"Candies, TWIZZLERS NIBS CHERRY BITS"
167984,8.51,30.57,58.01,531.0,"Candies, SYMPHONY Milk Chocolate Bar"
167985,8.78,23.98,62.68,482.0,"Candies, 5TH AVENUE Candy Bar"
167986,0.0,0.02,93.18,373.0,"Candies, fondant, prepared-from-recipe"
167987,2.39,10.41,76.7,410.0,"Candies, fudge, chocolate, prepared-from-recipe"
167988,4.38,18.93,68.15,460.0,"Candies, fudge, chocolate, with nuts, prepared-from-recipe"
167989,0.0,0.0,98.9,396.0,"Candies, gumdrops, starch jelly pieces"
167990,0.0,0.2,98.0,394.0,"Candies, hard"
167991,0.0,0.05,93.55,375.0,"Candies, jellybeans"
167992,6.51,25.99,64.59,518.0,"Candies, KIT KAT Wafer Bar"
167993,6.62,26.58,64.34,523.0,"Candies, KRACKEL Chocolate Bar"
167994,8.1,23.0,62.7,467.0,"Candies, MARS SNACKFOOD US, MARS Almond Bar"
167995,1.8,0.2,81.3,318.0,"Candies, marshmallows"
167996,12.49,21.52,60.49,469.0,"Candies, halavah, plain"
167997,7.7,23.0,65.5,462.0,"Candies, NESTLE, OH HENRY! Bar"
167998,3.15,1.92,18.89,105.0,"Puddings, chocolate, dry mix, instant, prepared with 2% milk"
167999,3.64,15.59,77.41,426.0,"Baking chocolate, mexican, squares"
168000,5.41,29.73,62.36,539.0,Chocolate-flavored hazelnut spread
168001,13.1,33.5,49.7,519.0,"Candies, milk chocolate coated peanuts"
168002,0.0,24.18,74.39,515.0,"Glutino, Gluten Free Wafers, Lemon Flavored"
168003,4.06,30.42,62.82,541.0,"Glutino, Gluten Free Wafers, Milk Chocolate"
168004,12.06,15.63,64.29,446.0,"Mary's Gone Crackers, Original Crackers, Organic Gluten Free"
168005,11.71,16.11,66.2,457.0,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar"
168006,9.56,16.82,67.2,458.0,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza"
168007,3.13,22.15,71.88,499.0,"Sage Valley, Gluten Free Vanilla Sandwich Cookies"
168008,3.34,2.65,50.47,239.0,"Schar, Gluten-Free, Classic White Rolls"
168009,3.81,4.47,46.13,240.0,"Schar, Gluten-Free, Wheat-Free, Classic White Bread"
168010,7.99,6.4,55.1,310.0,"Udi's, Gluten Free, Classic French Dinner Rolls"
168011,2.99,8.22,40.54,248.0,"Van's, Gluten Free, Totally Original Waffles"
168012,7.63,18.93,67.57,471.0,"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free"
168013,13.36,4.23,43.34,265.0,"Bread, multi-grain (includes whole-grain)"
168014,6.9,13.8,74.1,446.0,"Cookies, animal crackers (includes arrowroot, tea biscuits)"
168015,1.7,11.1,25.52,209.0,"Sweet Potatoes, french fried, crosscut, frozen, unprepared"
168016,1.36,3.58,30.72,161.0,"Sweet Potato puffs, frozen, unprepared"
168017,3.9,0.1,16.1,81.0,"Mouse nuts, roots (Alaska Native)"
168018,7.3,1.1,16.3,104.0,"Mouse nuts, seedlings (Alaska Native)"
168019,12.3,0.8,0.0,56.0,Octopus (Alaska Native)
168020,82.6,2.3,0.0,351.0,"Seal, bearded (Oogruk), meat, dried (Alaska Native)"
168021,16.6,8.0,4.3,156.0,"Fish, pike, northern, liver (Alaska Native)"
168022,4.2,0.5,9.9,61.0,"Rhubarb, wild, leaves (Alaska Native)"
168023,15.9,10.6,0.0,159.0,"Fish, salmon, tipnuk, fermented (Alaska Native)"
168024,30.7,15.9,0.0,266.0,"Fish, salmon, king, chinook, kippered, canned (Alaska Native)"
168025,28.4,3.2,0.0,142.0,"Seal, ringed, meat (Alaska Native)"
168026,18.6,3.3,2.9,116.0,"Seal, ringed, liver (Alaska Native)"
168027,7.4,2.2,5.6,72.0,"Soup, fish, homemade (Alaska Native)"
168028,2.3,0.7,6.5,42.0,"Sourdock, young leaves (Alaska Native)"
168029,19.2,13.6,0.0,199.0,"Walrus, meat, raw (Alaska Native)"
168030,16.3,24.1,0.0,282.0,"Walrus, meat and subcutaneous fat raw (Alaska Native)"
168031,21.0,3.0,3.5,125.0,"Walrus, liver, raw (Alaska Native)"
168032,0.0,100.0,0.0,900.0,"Oil, walrus (Alaska Native)"
168033,18.9,6.1,0.0,131.0,"Fish, whitefish, mixed species, raw (Alaska Native)"
168034,18.6,3.6,0.0,107.0,"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)"
168035,2.6,61.0,8.1,592.0,"Willow, leaves in oil (Alaska Native)"
168036,6.1,1.6,20.7,122.0,"Willow, young leaves, chopped (Alaska Native)"
168037,9.72,5.18,75.2,386.0,"Corn, white, steamed (Navajo)"
168038,10.99,5.04,77.14,398.0,"Cornmeal, white (Navajo)"
168039,9.85,5.88,72.9,384.0,"Cornmeal, yellow (Navajo)"
168040,0.52,0.2,5.64,26.0,"Squash, Indian, raw (Navajo)"
168041,7.28,0.95,49.94,237.0,"Tortilla, includes plain and from mutton sandwich (Navajo)"
168042,8.71,3.78,8.03,101.0,"Stew, dumpling with mutton (Navajo)"
168043,6.71,2.06,9.38,83.0,"Stew, hominy with mutton (Navajo)"
168044,8.62,4.34,7.27,103.0,"Stew, mutton, corn, squash (Navajo)"
168045,21.94,7.28,0.0,153.0,"Fish, salmon, sockeye (red), raw (Alaska Native)"
168046,20.69,3.67,0.0,116.0,"Fish, Salmon, Chum, raw (Alaska Native)"
168047,20.25,11.73,0.0,187.0,"Fish, salmon, king (chinook), raw (Alaska Native)"
168048,0.85,0.33,10.05,47.0,"Salmonberries, raw (Alaska Native)"
168049,59.38,3.67,0.0,271.0,"Caribou, shoulder meat, dried (Alaska Native)"
168050,22.63,3.37,0.0,122.0,"Caribou, hind quarter meat, raw (Alaska Native)"
168051,35.31,25.08,0.0,367.0,"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)"
168052,62.44,13.44,0.0,371.0,"Fish, whitefish, dried (Alaska Native)"
168053,23.63,10.17,0.0,186.0,"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)"
168054,62.09,14.38,0.0,378.0,"Fish, salmon, chum, dried (Alaska Native)"
168055,29.45,2.8,0.0,143.0,"Elk, free range, ground, cooked patties (Shoshone Bannock)"
168056,20.14,1.8,0.0,97.0,"Elk, free range, ground, raw (Shoshone Bannock)"
168057,30.56,2.85,0.0,148.0,"Elk, free range, roast, eye of round, cooked (Shoshone Bannock)"
168058,2.89,0.98,33.88,156.0,"Chokecherries, raw, pitted (Shoshone Bannock)"
168059,77.27,8.06,0.0,382.0,"Steelhead trout, dried, flesh (Shoshone Bannock)"
168060,21.11,8.26,0.0,159.0,"Steelhead trout, boiled, canned (Alaska Native)"
168061,6.81,3.47,9.22,95.0,Acorn stew (Apache)
168062,16.17,10.64,10.92,204.0,"Restaurant, Italian, chicken parmesan without pasta"
168063,3.2,3.69,24.92,146.0,"Restaurant, Latino, arroz con leche (rice pudding)"
168064,4.64,3.85,24.4,151.0,"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)"
168065,3.96,3.46,23.74,142.0,"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)"
168066,3.5,4.98,30.75,182.0,"Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)"
168067,7.35,9.04,15.75,174.0,"Restaurant, Latino, tamale, pork"
168068,5.1,2.57,14.79,103.0,"Restaurant, Latino, black bean soup"
168069,8.61,2.58,4.07,74.0,"Restaurant, Latino, tripe soup"
168070,5.48,5.38,37.14,219.0,"Restaurant, Latino, arepa (unleavened cornmeal bread)"
168071,8.02,26.24,48.57,462.0,"Restaurant, Latino, bunuelos (fried yeast bread)"
168072,7.08,5.3,7.29,105.0,"Restaurant, Chinese, beef and vegetables"
168073,18.67,15.41,20.24,294.0,"CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu"
168074,12.62,16.77,21.4,287.0,"CRACKER BARREL, country fried shrimp platter"
168075,22.94,17.05,5.31,266.0,"CRACKER BARREL, farm raised catfish platter"
168076,13.56,17.87,27.22,324.0,"DENNY'S, mozzarella cheese sticks"
168077,13.88,20.01,20.93,319.0,"DENNY'S, golden fried shrimp"
168078,5.19,4.92,21.16,150.0,"DENNY'S, macaroni & cheese, from kid's menu"
